,3.48833,72.863
UWWG,53.22,50.325
UYL,12.0535,24.9562
UYN,38.3597,109.591
UYU,-20.4463,-66.8484
UZR,47.0911,81.6652
UZU,-29.7706,-57.9789
VAA,63.0507,21.7622
VAD,30.9678,-83.193
VADS,24.2679,72.2044
VAF,44.9216,4.9699
VAG,-21.5901,-45.4733
VAI,-2.6926,141.303
VAK,61.5409,-165.601
VAL,-13.2965,-38.9924
VAM,3.47056,72.8358
VAN,38.4682,43.3323
VAO,-7.58556,158.731
VAR,43.2321,27.8251
VAS,39.8138,36.9035
VAV,-18.5853,-173.962
VAW,70.3554,31.0449
VBA,19.7692,94.0261
VBG,34.7373,-120.584
VBP,11.1494,98.7359
VBS,45.4289,10.3306
VBV,-17.269,-178.976
VBY,57.6628,18.3462
VCA,10.0851,105.712
VCD,-16.4021,131.005
VCE,45.5053,12.3519
VCL,15.4033,108.706
VCP,-23.0074,-47.1345
VCR,10.1756,-70.0652
VCS,8.73183,106.633
VCT,28.8526,-96.9185
VCV,34.5975,-117.383
VDA,29.9403,34.9358
VDB,61.0156,9.28806
VDC,-14.8628,-40.8631
VDE,27.8148,-17.8871
VDH,17.515,106.591
VDI,32.1927,-82.3712
VDM,-40.8692,-63.0004
VDP,9.22203,-65.9936
VDR,-31.9452,-65.1463
VDS,70.0653,29.8447
VDY,15.175,76.6349
VDZ,61.1339,-146.248
VEBK,23.6435,86.1489
VEE,67.0087,-146.366
VEHK,21.5802,84.0057
VEJH,21.9135,84.0504
VEL,40.4409,-109.51
VENP,20.87,82.5196
VEPH,23.4743,87.4275
VEPU,25.7596,87.41
VER,19.1459,-96.1873
VEUK,20.0974,83.1838
VEY,63.4243,-20.2789
VFA,-18.0959,25.839
VGA,16.5304,80.7968
VGD,59.2825,39.9444
VGO,42.2318,-8.62677
VGT,36.2107,-115.194
VGTJ,23.7788,90.3827
VGZ,0.978767,-76.6056
VHC,-9.68907,20.4319
VHM,64.5791,16.8336
VHSK,22.4366,114.08
VHV,63.4581,120.269
VHY,46.1697,3.40374
VHZ,-18.78,-138.853
VI73,27.2083,73.7114
VIAM,30.3681,76.8167
VIBL,26.9883,80.8931
VIBW,28.837,76.1791
VIC,45.5734,11.5295
VIDD,28.5845,77.2058
VIE,48.1103,16.5697
VIG,8.62414,-71.6727
VII,18.7376,105.671
VIJ,18.4464,-64.4275
VIJN,25.4912,78.5584
VIKA,26.4414,80.3649
VIL,23.7183,-15.932
VIN,49.2425,28.6138
VIPL,30.3148,76.3645
VIR,-29.7706,31.0584
VIRB,26.2485,81.3805
VIS,36.3187,-119.393
VISA,29.5606,75.0061
VISP,29.9939,77.4253
VIT,42.8828,-2.72447
VIUX,32.9022,75.1562
VIX,-20.2581,-40.2864
VIY,48.7742,2.19167
VKG,9.95803,105.132
VKO,55.5915,37.2615
VKT,67.4886,63.9931
VLC,39.4893,-0.481625
VLD,30.7825,-83.2767
VLG,-37.2354,-57.0292
VLI,-17.6993,168.32
VLK,47.6821,42.0728
VLL,41.7061,-4.85194
VLM,-21.2552,-63.4056
VLN,10.1497,-67.9284
VLP,-9.97944,-51.1422
VLPV,19.4549,103.218
VLR,-28.5964,-70.756
VLS,-16.7961,168.177
VLU,56.3811,30.6081
VLV,9.34048,-70.5841
VLY,53.2481,-4.53534
VME,-33.7299,-65.3874
VMU,-7.49686,144.82
VNA,15.7094,106.411
VNC,27.0716,-82.4403
VNE,47.7233,-2.71856
VNKL,27.4106,86.6466
VNO,54.6341,25.2858
VNS,25.4524,82.8593
VNT,57.3578,21.5442
VNTH,27.0479,86.858
VNX,-22.0184,35.3133
VNY,34.2098,-118.49
VOBG,12.95,77.6682
VOBR,17.9081,77.4871
VOD,50.2166,14.3958
VODG,17.6272,78.4034
VOG,48.7825,44.3455
VOH,-13.3758,50.0028
VOJK,13.0767,77.5976
VOK,43.939,-90.2534
VOL,39.2196,22.7943
VONS,16.5427,79.3187
VOTX,12.9072,80.1219
VOYK,13.1355,77.606
VOZ,51.8142,39.2296
VPE,-17.0435,15.6838
VPN,65.7206,-14.8506
VPS,30.4832,-86.5254
VPY,-19.1513,33.429
VPZ,41.454,-87.0071
VQQ,30.2187,-81.8767
VQS,18.1158,-65.4227
VRA,23.0344,-81.4353
VRB,27.6556,-80.4179
VRC,13.5764,124.206
VRE,-31.641,18.5448
VRK,62.1711,27.8686
VRL,41.2743,-7.72047
VRN,45.3957,10.8885
VRO,23.124,-81.3016
VRU,-26.9824,24.7288
VRY,67.6546,12.7273
VSA,17.997,-92.8174
VSE,40.7255,-7.88899
VSG,48.4174,39.3741
VST,59.5894,16.6336
VTB,55.1265,30.3496
VTBL,14.8746,100.663
VTBW,13.7688,102.315
VTE,17.9883,102.563
VTM,31.2083,35.0123
VTN,42.8578,-100.548
VTPL,16.8243,101.251
VTPN,15.673,100.137
VTPY,17.2342,99.0579
VTSA,6.6614,100.08
VTSN,8.47115,99.9556
VTU,20.9876,-76.9358
VTUN,14.9345,102.079
VTUR,16.0704,103.646
VTZ,17.7212,83.2245
VUP,10.435,-73.2495
VUS,60.7883,46.26
VVC,4.16787,-73.6138
VVGL,21.0405,105.886
VVI,-17.6448,-63.1354
VVKP,21.3946,106.261
VVO,43.399,132.148
VVZ,26.7235,8.62265
VXC,-13.274,35.2663
VXE,16.8332,-25.0553
VXO,56.9291,14.728
VYAS,21.9554,96.4061
VYCI,14.1415,93.3685
VYI,63.7567,121.693
VYLY,20.9404,94.8226
VYML,20.8864,95.8928
VYNP,25.3544,97.2952
VYS,41.3519,-89.1531
VYST,20.9417,95.9145
VYTO,19.0313,96.4012
VYXG,21.4067,94.1303
WA19,47.682,-122.148
WA77,47.1957,-122.022
WA98,47.5123,-120.489
WAA,65.6226,-168.095
WAE,20.5043,45.1996
WAF,32.3047,69.5704
WAG,-39.9622,175.025
WAI,-14.8988,47.9939
WAL,37.9402,-75.4664
WAM,-17.7954,48.4426
WAOM,-0.940325,114.894
WAQ,-18.7013,44.6149
WAR,-3.235,140.994
WARI,-7.61577,111.434
WAT,52.1872,-7.08696
WAW,52.1657,20.9671
WAWH,-6.1751,120.436
WBAK,4.637,114.382
WBG,54.4593,9.51633
WBM,-5.6433,143.895
WBQ,66.3622,-147.407
WBU,40.0394,-105.226
WBW,41.2972,-75.8512
WCH,-42.9328,-72.6991
WDH,-22.4799,17.4709
WDR,33.9829,-83.6674
WDS,32.5917,110.908
WEF,36.6467,119.119
WEH,37.1871,122.229
WEI,-12.6786,141.925
WFI,-21.4416,47.1117
WFK,47.2855,-68.3128
WGA,-35.1653,147.466
WGE,-30.0328,148.126
WGN,26.802,110.642
WGP,-9.66922,120.302
WGT,-36.4158,146.307
WHF,21.8027,31.5216
WHK,-37.9206,176.914
WHP,34.2593,-118.413
WHU,31.3906,118.409
WIC,58.4589,-3.09306
WICB,-6.29317,106.57
WIE,50.0498,8.3254
WIK,-36.8089,175.086
WIL,-1.32172,36.8148
WIMG,-0.874989,100.352
WIMO,-0.01924,98.301
WIN,-22.3636,143.086
WIO,-31.5264,143.375
WIR,-39.0069,177.407
WITG,2.41028,96.3256
WJF,34.7411,-118.219
WJR,1.73324,40.0916
WJU,37.4412,127.964
WKA,-44.7222,169.246
WKB,-36.3211,142.419
WKF,-25.83,28.2225
WKI,-18.363,26.5198
WKJ,45.4042,141.801
WKK,59.2826,-158.618
WKL,19.9205,-155.861
WKR,27.2667,-78.3997
WLD,37.1686,-97.0376
WLG,-41.3272,174.805
WLH,-15.412,167.691
WLK,66.6001,-159.986
WLS,-13.2383,-176.199
WMA,-15.833,48.8333
WMAP,2.04139,103.307
WMB,-38.2953,142.447
WMC,40.8966,-117.806
WME,-27.2864,120.555
WMH,36.3689,-92.4705
WMI,52.4511,20.6518
WMKF,3.11225,101.703
WMN,-15.4367,49.6883
WMO,64.6892,-163.413
WMP,-16.0723,47.6442
WMR,-16.1639,49.7738
WMT,27.8164,106.333
WMX,-4.10251,138.957
WNA,60.6903,-161.979
WNN,52.8939,-89.2892
WNP,13.5849,123.27
WNR,-25.4131,142.667
WNS,26.2194,68.3901
WNZ,27.9122,120.852
WOE,51.4491,4.34203
WOL,-34.5611,150.789
WOS,39.1668,127.486
WOT,23.3674,119.503
WPB,-15.5843,47.6236
WPC,49.5206,-113.997
WPR,-53.2537,-70.3192
WPU,-54.9311,-67.6263
WRB,32.6401,-83.5919
WRE,-35.7683,174.365
WRG,56.4843,-132.37
WRI,40.0156,-74.5917
WRL,43.9657,-107.951
WRO,51.1027,16.8858
WRT,53.7451,-2.88306
WRY,59.3503,-2.95
WRZ,6.25449,81.2352
WSAC,1.34414,104.009
WSAG,1.42526,103.813
WSD,32.3415,-106.403
WSN,58.7034,-157.008
WSO,5.21528,-57.1853
WSP,14.7392,-83.9694
WSR,-2.721,134.506
WST,41.3496,-71.8034
WSY,-20.2761,148.755
WSZ,-41.7381,171.581
WTA,-17.4761,43.9728
WTB,-27.5583,151.793
WTK,67.5661,-162.975
WTN,53.1662,-0.523811
WTS,-18.7597,46.0541
WTZ,-36.8317,175.679
WUA,39.7934,106.799
WUH,30.7838,114.208
WUN,-26.6292,120.221
WUS,27.7019,118.001
WUT,38.5975,112.969
WUU,7.72583,27.975
WUX,31.4944,120.429
WUZ,23.4567,111.248
WV62,39.0551,-79.4314
WVB,-22.9799,14.6453
WVI,36.9357,-121.79
WVK,-22.1197,48.0217
WVN,53.5022,8.05222
WWA,61.5717,-149.54
WWD,39.0085,-74.9083
WWK,-3.58383,143.669
WWR,36.438,-99.5227
WWY,-33.9372,147.191
WXN,30.8017,108.433
WYA,-33.0589,137.514
WYE,8.61047,-11.0454
WYN,-15.5114,128.153
WYS,44.6884,-111.118
XAB,50.1435,1.83189
XAP,-27.1342,-52.6566
XAU,3.61361,-53.2042
XBE,53.9656,-91.0272
XBJ,32.8981,59.2661
XCH,-10.4506,105.69
XCR,48.7733,4.20611
XCZ,49.7839,4.64708
XEN,40.5803,120.698
XFN,32.1506,112.291
XFW,53.5353,9.83556
XGN,-16.7554,14.9653
XGR,58.7114,-65.9928
XIC,27.9891,102.184
XIJ,28.9348,47.7919
XIL,43.9156,115.964
XIQ,69.0809,-51.1143
XIUW,51.85,107.738
XIY,34.4471,108.752
XJD,25.1173,51.315
XJM,33.0501,73.6384
XKH,19.45,103.158
XKS,53.5247,-88.6428
XLB,58.6175,-101.469
XLLL,58.1395,30.3304
XLLN,60.1983,30.335
XLMV,68.8667,33.7167
XLS,16.0508,-16.4632
XLWF,59.193,39.1294
XMC,-37.5983,149.72
XME,50.3105,4.03312
XMH,-14.4368,-146.07
XMN,24.544,118.128
XMS,-2.29917,-78.1208
XMW,44.0257,1.37804
XMY,-9.90111,142.776
XNA,36.2819,-94.3068
XNN,36.5275,102.043
XOG,44.1405,4.86672
XPK,55.7492,-101.266
XPL,14.3824,-87.6212
XPP,52.9965,-97.2742
XQC,33.9402,44.3616
XQP,9.44316,-84.1298
XRAP,46.396,47.893
XRH,-33.6006,150.781
XRR,61.9706,-132.423
XRWL,50.2017,45.2083
XRY,36.7446,-6.06011
XS46,28.4297,-96.4444
XSB,24.2836,52.5803
XSC,21.5157,-71.5285
XSD,37.7988,-116.781
XSI,56.7928,-98.9072
XSP,1.41695,103.868
XTG,-27.9864,143.811
XTL,58.7061,-98.5122
XTO,-25.8017,149.9
XUZ,34.0591,117.555
XVS,50.3258,3.46126
XWPR,52.2973,43.7241
XXN,24.7098,46.7252
XXXX,89.5,0.0001
XYA,-9.09282,159.218
XYE,15.3,97.867
YAA,52.4525,-125.303
YAB,73.0059,-85.0325
YAC,51.7272,-91.8244
YAG,48.6542,-93.4397
YAH,53.7547,-73.6753
YAI,-36.5825,-72.0314
YAK,59.5033,-139.66
YAL,50.5822,-126.916
YAM,46.485,-84.5094
YAMB,-27.6406,152.712
YAMJ,-21.655,135.23
YAO,3.83604,11.5235
YAP,9.49891,138.083
YARN,-24.0667,132.267
YAS,-16.7589,177.545
YAT,52.9275,-82.4319
YATN,-17.2617,145.515
YAX,53.8492,-89.5794
YAY,51.3919,-56.0831
YAZ,49.0798,-125.776
YBA,51.2073,-115.542
YBB,68.5344,-89.8081
YBC,49.1325,-68.2044
YBE,59.5614,-108.481
YBEE,-30.1867,139.558
YBG,48.3306,-70.9964
YBI,53.4694,-55.785
YBK,64.2989,-96.0778
YBL,49.9508,-125.271
YBLT,-37.5117,143.791
YBO,56.9667,-130.25
YBP,28.8006,104.545
YBR,49.91,-99.9519
YBS,52.6067,-90.3769
YBT,57.8894,-101.679
YBUU,-17.5453,128.307
YBV,52.3589,-97.0183
YBW,48.75,-123.233
YBX,51.4436,-57.1853
YBY,54.3042,-110.744
YCB,69.1081,-105.138
YCC,45.0928,-74.5633
YCD,49.055,-123.87
YCE,43.2856,-81.5083
YCG,49.2964,-117.632
YCH,47.0078,-65.4492
YCK,67.0392,-126.08
YCL,47.9908,-66.3303
YCM,43.1917,-79.1717
YCN,49.1056,-81.0136
YCNQ,-37.2833,140.8
YCO,67.8167,-115.144
YCOY,-23.13,113.777
YCQ,55.6872,-121.627
YCR,54.6106,-97.7608
YCS,63.3469,-90.7311
YCT,52.075,-111.445
YCU,35.1164,111.031
YCUN,-31.6222,117.217
YCW,49.1528,-121.939
YCY,70.4861,-68.5167
YDA,64.0431,-139.128
YDB,61.3711,-139.041
YDF,49.2108,-57.3914
YDG,44.5458,-65.7854
YDL,58.4222,-130.032
YDN,51.1008,-100.052
YDO,48.7785,-72.375
YDP,56.5492,-61.6803
YDQ,55.7423,-120.183
YDT,49.0742,-123.012
YEC,36.6304,128.35
YEG,53.3097,-113.58
YEI,40.2552,29.5626
YEK,61.0942,-94.0708
YEL,46.3514,-82.5614
YELL,-17.5274,133.53
YEM,45.8428,-81.8581
YEN,49.2103,-102.966
YEO,51.0094,-2.63882
YER,56.0189,-87.6761
YES,30.7005,51.5451
YET,53.5789,-116.465
YEU,79.9947,-85.8142
YEV,68.3042,-133.483
YEVP,-27.0167,132.717
YEY,48.5639,-78.2497
YFA,52.2014,-81.6969
YFB,63.7564,-68.5558
YFC,45.8689,-66.5372
YFE,48.7461,-69.0972
YFH,51.5619,-87.9078
YFJ,64.1908,-114.077
YFLS,-33.731,134.501
YFO,54.6781,-101.682
YFR,61.1808,-113.69
YFRG,-26.775,132.017
YFS,61.7602,-121.237
YFX,52.3728,-55.6739
YGAT,-27.5604,152.34
YGB,49.6942,-124.518
YGG,48.8545,-123.497
YGH,66.2408,-128.651
YGJ,35.4922,133.236
YGK,44.2253,-76.5969
YGL,53.6253,-77.7042
YGM,50.6281,-97.0433
YGO,54.5589,-94.4914
YGP,48.7753,-64.4786
YGQ,49.7783,-86.9394
YGR,47.4247,-61.7781
YGT,69.3647,-81.8161
YGV,50.2819,-63.6114
YGW,55.2819,-77.7653
YGX,56.3575,-94.7106
YGZ,76.4261,-82.9092
YHA,52.5281,-56.2861
YHB,52.8167,-102.311
YHD,49.8317,-92.7442
YHE,49.3683,-121.498
YHF,49.7142,-83.6861
YHI,70.7628,-117.806
YHK,68.6356,-95.8497
YHM,43.1736,-79.935
YHN,49.1931,-84.7589
YHO,55.4483,-60.2286
YHP,52.1133,-94.2556
YHR,50.4689,-59.6367
YHT,60.7892,-137.546
YHTS,-22.985,134.918
YHU,45.5175,-73.4169
YHY,60.8397,-115.783
YHYN,-20.0599,148.883
YHZ,44.8808,-63.5086
YIB,48.7739,-91.6386
YIC,27.8025,114.306
YIE,47.3106,119.912
YIF,51.2117,-58.6583
YIH,30.5566,111.48
YIK,62.4173,-77.9253
YIN,43.9558,81.3303
YIO,72.6833,-77.9667
YIP,42.2379,-83.5304
YIV,53.8572,-94.6536
YIVO,-32.8833,144.31
YIW,29.3447,120.032
YJF,60.2358,-123.469
YJN,45.2944,-73.2811
YJP,53.3192,-117.753
YJT,48.5442,-58.55
YKA,50.7022,-120.444
YKDI,-33.9767,137.66
YKF,43.4608,-80.3786
YKG,60.0272,-69.9992
YKH,40.5425,122.359
YKID,-18.87,144.173
YKJ,57.2561,-105.618
YKL,54.8053,-66.8053
YKM,46.5682,-120.544
YKN,42.9167,-97.3859
YKNT,-23.265,129.387
YKO,37.5497,44.2381
YKQ,51.4733,-78.7583
YKS,62.0933,129.771
YKU,53.8056,-78.9169
YKX,48.2103,-79.9814
YKY,51.5175,-109.181
YKZ,43.8622,-79.37
YLBG,-23.2433,131.26
YLC,62.85,-69.8833
YLD,47.82,-83.3467
YLE,63.1317,-117.246
YLH,52.1956,-87.9342
YLI,64.0547,24.7253
YLIL,-37.6917,145.367
YLJ,54.1253,-108.523
YLK,44.4853,-79.5556
YLL,53.3092,-110.073
YLR,56.5133,-99.9853
YLT,82.5178,-62.2806
YLVT,-37.8636,144.746
YLW,49.9561,-119.378
YLY,49.1008,-122.631
YMA,63.6164,-135.868
YMBD,-35.0667,139.227
YMDV,-26.1667,129.133
YME,48.8569,-67.4533
YMED,-32.3667,142.405
YMES,-38.0989,147.149
YMG,49.0839,-85.8606
YMH,52.3028,-55.8472
YMJ,50.3303,-105.559
YML,47.5975,-70.2239
YMM,56.6533,-111.222
YMN,55.0769,-59.1864
YMNA,-22.275,132.217
YMNG,-36.8883,145.184
YMNW,-28.7717,122.44
YMO,51.2911,-80.6078
YMPC,-37.9322,144.753
YMRT,-17.7,145.15
YMS,-5.89377,-76.1182
YMT,49.7719,-74.5281
YMW,46.2728,-75.9906
YMX,45.6795,-74.0387
YNA,50.19,-61.7892
YNB,24.1442,38.0634
YNC,53.0106,-78.8311
YND,45.5217,-75.5636
YNE,53.9583,-97.8442
YNG,41.2607,-80.6791
YNJ,42.8828,129.451
YNL,58.2767,-104.082
YNM,49.7617,-77.8028
YNO,52.49,-92.9711
YNP,55.9139,-61.1844
YNRR,-22.6453,130.565
YNS,51.6911,-76.1356
YNT,37.4017,121.372
YNY,38.0613,128.669
YNYP,-26.2,130.233
YNZ,33.4258,120.203
YOA,64.6989,-110.615
YOC,67.5706,-139.839
YOD,54.405,-110.279
YOG,51.6586,-85.9017
YOH,54.9333,-95.2789
YOJ,58.6214,-117.165
YOL,9.25755,12.4304
YOO,43.9228,-78.895
YOP,58.4914,-119.408
YOS,44.5903,-80.8375
YOW,45.3225,-75.6692
YPA,53.2142,-105.673
YPAY,-23.2467,131.903
YPC,69.3608,-124.075
YPCE,-33.3667,142.588
YPD,45.2575,-79.8297
YPE,56.2269,-117.447
YPEA,-31.6678,116.015
YPED,-34.7025,138.621
YPG,49.9031,-98.2738
YPH,58.4719,-78.0769
YPID,-38.5233,145.327
YPJ,59.2967,-69.5997
YPL,51.4464,-90.2142
YPM,51.8197,-93.9733
YPN,49.8364,-64.2886
YPO,54.9881,-85.4433
YPPF,-34.7933,138.633
YPQ,44.23,-78.3633
YPR,54.2861,-130.445
YPS,45.6567,-61.3681
YPW,49.8342,-124.5
YPX,60.0506,-77.2869
YPY,58.7672,-111.117
YQA,44.9747,-79.3033
YQB,46.7911,-71.3933
YQC,61.0464,-69.6178
YQD,53.9714,-101.091
YQF,52.1822,-113.894
YQG,42.2756,-82.9556
YQH,60.1164,-128.822
YQI,43.8269,-66.0881
YQK,49.7883,-94.3631
YQL,49.6303,-112.8
YQM,46.1122,-64.6786
YQN,50.1828,-86.6964
YQQ,49.7108,-124.887
YQR,50.4319,-104.666
YQS,42.77,-81.1108
YQT,48.3719,-89.3239
YQU,55.1797,-118.885
YQV,51.2647,-102.462
YQW,52.7692,-108.244
YQX,48.9369,-54.5681
YQY,46.1614,-60.0478
YQZ,53.0261,-122.51
YRA,64.1161,-117.31
YRB,74.7169,-94.9694
YRED,-27.2067,153.068
YRF,53.6828,-57.0419
YRG,54.1797,-58.4575
YRI,47.7644,-69.5847
YRJ,48.52,-72.2656
YRL,51.0669,-93.7931
YRM,52.4297,-114.904
YRO,45.4603,-75.6461
YRQ,46.3528,-72.6794
YRS,54.1672,-93.5572
YRT,62.8114,-92.1158
YRV,50.9667,-118.183
YSB,46.625,-80.7989
YSC,45.4386,-71.6914
YSD,50.2667,-111.183
YSE,49.7817,-123.162
YSF,59.2503,-105.841
YSG,62.4183,-110.682
YSH,44.9458,-75.9406
YSJ,45.3161,-65.8903
YSK,56.5378,-79.2467
YSL,47.1575,-67.8347
YSM,60.0203,-111.962
YSN,50.6828,-119.229
YSO,54.9105,-59.7851
YSP,48.7553,-86.3444
YSQ,44.9381,124.55
YSR,72.9822,-84.6136
YST,53.8456,-94.8519
YSU,46.4406,-63.8336
YSY,71.9939,-125.243
YTA,45.8644,-77.2517
YTD,55.3189,-97.7078
YTE,64.23,-76.5267
YTF,48.5089,-71.6419
YTGT,-20.5483,130.347
YTH,55.8011,-97.8642
YTIT,-22.1317,133.42
YTL,53.8178,-89.8969
YTLP,-30.9333,144.417
YTM,46.4094,-74.78
YTQ,58.6678,-69.9558
YTR,44.1189,-77.5281
YTS,48.5697,-81.3767
YTY,32.5634,119.72
YTZ,43.6275,-79.3962
YUA,25.7375,101.882
YUB,69.4333,-133.026
YUD,56.5361,-76.5183
YUE,-22.2542,131.782
YUL,45.4706,-73.7408
YUM,32.6566,-114.606
YUMU,-26.4867,132.04
YUS,32.8364,97.0364
YUT,66.5214,-86.2247
YUTP,-22.055,134.79
YUX,68.7761,-81.2425
YUY,48.2061,-78.8356
YVA,-11.7108,43.2439
YVB,48.0711,-65.4603
YVC,55.1514,-105.262
YVE,50.2481,-119.331
YVG,53.3558,-110.824
YVM,67.5458,-64.0314
YVO,48.0533,-77.7828
YVP,58.0961,-68.4269
YVQ,65.2816,-126.798
YVR,49.1939,-123.184
YVT,55.8419,-108.418
YVV,44.7458,-81.1072
YVZ,52.6558,-94.0614
YWA,45.9522,-77.3192
YWB,61.5886,-71.9294
YWBI,-21,134.397
YWBR,-26.1283,126.583
YWG,49.91,-97.2399
YWH,48.425,-123.389
YWJ,65.2111,-123.436
YWK,52.9219,-66.8644
YWKS,-66.6908,111.524
YWL,52.1831,-122.054
YWM,52.5669,-55.7847
YWMC,-28.9067,136.342
YWP,52.9594,-87.3749
YWS,50.1436,-122.949
YWVA,-33.2403,151.43
YWY,63.2094,-123.437
YXC,49.6108,-115.782
YXCM,-36.2422,149.13
YXD,53.5725,-113.521
YXE,52.1708,-106.7
YXH,50.0189,-110.721
YXJ,56.2381,-120.74
YXK,48.4781,-68.4969
YXL,50.1139,-91.9053
YXN,62.24,-92.5981
YXP,66.145,-65.7136
YXQ,62.4103,-140.867
YXR,47.6974,-79.8473
YXS,53.8894,-122.679
YXT,54.4685,-128.576
YXU,43.0356,-81.1539
YXX,49.0253,-122.361
YXY,60.7096,-135.067
YXZ,47.9667,-84.7867
YYB,46.3636,-79.4228
YYC,51.1139,-114.02
YYD,54.8247,-127.183
YYE,58.8364,-122.597
YYF,49.4631,-119.602
YYG,46.29,-63.1211
YYH,69.5467,-93.5767
YYJ,48.6469,-123.426
YYL,56.8639,-101.076
YYN,50.2919,-107.691
YYQ,58.7392,-94.065
YYR,53.3192,-60.4258
YYRM,-38.5667,146.755
YYT,47.6186,-52.7519
YYU,49.4139,-82.4675
YYW,50.2903,-88.9097
YYY,48.6086,-68.2081
YYZ,43.6772,-79.6306
YZD,43.7425,-79.4656
YZE,45.8853,-82.5678
YZF,62.4628,-114.44
YZG,62.1794,-75.6672
YZH,55.2931,-114.777
YZP,53.2543,-131.814
YZR,42.9994,-82.3089
YZS,64.1933,-83.3594
YZT,50.6806,-127.367
YZU,54.1439,-115.787
YZV,50.2233,-66.2656
YZW,60.1728,-132.743
YZX,44.9844,-64.9169
YZY,38.8019,100.675
YZZ,49.0556,-117.609
ZAC,56.0894,-96.0892
ZAD,44.1083,15.3467
ZAG,45.7429,16.0688
ZAH,29.4757,60.9062
ZAJ,30.9722,61.8658
ZAL,-39.65,-73.0861
ZAM,6.92242,122.06
ZAO,44.3514,1.47528
ZAR,11.1302,7.68581
ZAT,27.3256,103.755
ZAZ,41.6662,-1.04155
ZBBB,39.9608,116.257
ZBF,47.6297,-65.7389
ZBM,45.2908,-72.7414
ZBO,-20.0183,148.215
ZBR,25.4433,60.3821
ZBY,19.2436,101.709
ZCL,22.8971,-102.687
ZCN,52.5912,10.0221
ZCO,-38.9259,-72.6515
ZEC,-26.5241,29.1701
ZEM,52.2264,-78.5225
ZER,27.5883,93.8281
ZFA,62.2075,-133.376
ZFD,59.3344,-107.182
ZFM,67.4075,-134.861
ZFN,64.9097,-125.573
ZGCS,28.0689,112.958
ZGF,49.0156,-118.431
ZGI,54.8397,-94.0786
ZGR,52.0456,-95.4658
ZGS,50.2597,-60.6794
ZGU,-14.2181,167.587
ZHA,21.2144,110.358
ZHI,47.1816,7.41719
ZHY,37.5731,105.154
ZIA,55.5533,38.15
ZIC,-38.2456,-72.3486
ZIG,12.5556,-16.2818
ZIH,17.6016,-101.461
ZIN,46.6766,7.87908
ZIS,31.7749,12.2501
ZIX,66.7965,123.361
ZJG,54.5189,-98.0461
ZJI,46.1608,8.87861
ZJN,52.1206,-101.236
ZKB,-8.525,30.663
ZKE,52.2825,-81.6778
ZKG,50.1958,-61.2658
ZKP,65.7485,150.889
ZKSC,39.4157,125.895
ZLAN,36.0333,103.867
ZLIC,38.4819,106.009
ZLO,19.1448,-104.559
ZLT,50.8308,-58.9756
ZMG,52.0736,11.6264
ZMH,51.7361,-121.333
ZMM,20.045,-102.276
ZMT,54.0275,-132.125
ZNA,49.1833,-123.95
ZND,13.779,8.98376
ZNE,-23.4178,119.803
ZNF,50.1692,8.96159
ZNZ,-6.22202,39.2249
ZOS,-40.6112,-73.061
ZPB,53.8911,-92.1964
ZPC,-39.2928,-71.9159
ZPH,28.2282,-82.1559
ZQL,47.9733,8.52222
ZQN,-45.0211,168.739
ZQW,49.2094,7.40056
ZQZ,40.7386,114.93
ZRH,47.4647,8.54917
ZRJ,52.9436,-91.3128
ZSA,24.0633,-74.524
ZSE,-21.3209,55.425
ZSJ,53.0642,-93.3444
ZST,55.9354,-129.982
ZSW,54.3333,-130.283
ZTA,-20.7897,-138.57
ZTB,50.6744,-59.3836
ZTH,37.7509,20.8843
ZTM,55.8656,-92.0814
ZTR,50.2706,28.7386
ZTU,41.5622,46.6672
ZUC,49.4297,-91.7178
ZUH,22.0064,113.376
ZUM,53.5619,-64.1064
ZVA,-19.5628,45.4508
ZVK,16.5566,104.76
ZWA,-14.6517,49.6206
ZWL,58.1069,-103.172
ZXT,40.4955,49.9768
ZYI,27.5895,107.001
ZYL,24.9632,91.8668
ZYYY,41.7844,123.496
ZZU,-11.4447,34.0118
ZZV,39.9444,-81.8921
